DBN,School Name,School Code,,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
02M542,Manhattan Bridges High School,M542,M,281.16,247.66,0.00,528.82,1.00,0.00,2.00,0.00,526.00,0.99,2.00,0.00,1.00,0.00,1.00,39.00,0.07,247.00,0.46,463.00,0.87,0.92,532.00,0.47
15K136,I.S. 136 Charles O. Dewey,K136,K,950.27,225.50,235.00,940.77,46.00,0.09,13.00,0.03,418.00,0.83,4.00,0.01,25.00,0.05,0.95,119.00,0.24,186.00,0.37,469.00,0.93,0.88,506.00,0.45
30Q445,William Cullen Bryant High School,Q445,Q,659.12,954.12,295.00,954.12,613.00,0.26,156.00,0.07,1207.00,0.52,47.00,0.02,321.00,0.14,0.86,337.00,0.14,435.00,0.19,1952.00,0.83,0.80,2344.00,0.41
29Q118,P.S. 118 Lorraine Hansberry,Q118,Q,90.90,182.00,0.00,272.90,23.00,0.05,329.00,0.73,77.00,0.17,12.00,0.03,10.00,0.02,0.98,89.00,0.20,37.00,0.08,316.00,0.70,0.71,451.00,0.40
19K218,J.H.S. 218 James P. Sinnott,K218,K,0.00,170.00,170.00,0.00,76.00,0.18,181.00,0.42,156.00,0.36,8.00,0.02,7.00,0.02,0.98,117.00,0.27,104.00,0.24,415.00,0.97,0.92,428.00,0.40
23K401,Christopher Avenue Community School,K401,K,116.45,116.45,0.00,116.45,1.00,0.00,197.00,0.62,110.00,0.35,3.00,0.01,5.00,0.02,0.98,75.00,0.24,13.00,0.04,305.00,0.97,0.95,316.00,0.37
10X264,Bronx Academy for Software Engineering (BASE),X264,X,59.98,150.56,78.05,132.49,26.00,0.06,114.00,0.27,256.00,0.61,9.00,0.02,14.00,0.03,0.97,118.00,0.28,38.00,0.09,317.00,0.76,0.80,419.00,0.36
25Q670,Robert F. Kennedy Community High School,Q670,Q,626.00,250.00,500.00,376.00,250.00,0.36,88.00,0.13,248.00,0.35,19.00,0.03,97.00,0.14,0.86,125.00,0.18,56.00,0.08,566.00,0.81,0.70,702.00,0.36
23K298,P.S. 298 Dr. Betty Shabazz,K298,K,28.20,100.00,0.00,128.20,5.00,0.02,193.00,0.69,72.00,0.26,7.00,0.03,4.00,0.01,0.99,64.00,0.23,20.00,0.07,275.00,0.98,0.97,281.00,0.36
08X583,P.S. 583,X583,X,100.00,68.00,0.00,168.00,74.00,0.39,24.00,0.13,81.00,0.42,6.00,0.03,7.00,0.04,0.96,26.00,0.14,23.00,0.12,156.00,0.81,0.83,192.00,0.35
11X545,Bronx Aerospace High School,X545,X,250.00,100.00,0.00,350.00,17.00,0.05,121.00,0.38,170.00,0.53,7.00,0.02,7.00,0.02,0.98,85.00,0.26,58.00,0.18,252.00,0.78,0.86,322.00,0.31
07X221,South Bronx Preparatory: A College Board School,X221,X,200.00,200.00,0.00,200.00,11.00,0.02,162.00,0.25,467.00,0.71,5.00,0.01,12.00,0.02,0.98,172.00,0.26,46.00,0.07,619.00,0.94,0.93,657.00,0.30
27Q260,Frederick Douglass Academy VI High School,Q260,Q,391.09,100.00,0.00,491.09,4.00,0.01,170.00,0.49,160.00,0.46,10.00,0.03,2.00,0.01,0.99,69.00,0.20,105.00,0.30,260.00,0.75,0.87,346.00,0.29
10X442,"Celia Cruz Bronx High School of Music, The",X442,X,70.00,117.00,128.44,58.56,6.00,0.01,112.00,0.27,278.00,0.66,20.00,0.05,5.00,0.01,0.99,96.00,0.23,24.00,0.06,366.00,0.87,0.78,421.00,0.28
02M420,High School for Health Professions and Human Services,M420,M,477.23,477.23,0.00,477.23,395.00,0.22,287.00,0.16,962.00,0.53,40.00,0.02,141.00,0.08,0.92,243.00,0.13,76.00,0.04,1268.00,0.70,0.74,1825.00,0.26
03M417,Frank McCourt High School,M417,M,32891.15,106.49,2670.00,30327.64,19.00,0.05,56.00,0.14,191.00,0.46,24.00,0.06,123.00,0.30,0.70,86.00,0.21,12.00,0.03,219.00,0.53,0.49,413.00,0.26
06M324,M.S. 324 - Patria Mirabal,M324,M,71.00,71.00,37.32,33.68,3.00,0.01,38.00,0.11,286.00,0.84,1.00,0.00,12.00,0.04,0.97,104.00,0.31,116.00,0.34,309.00,0.91,0.89,340.00,0.21
11X529,One World Middle School at Edenwald,X529,X,420.97,63.00,218.00,265.97,15.00,0.04,193.00,0.56,119.00,0.35,13.00,0.04,4.00,0.01,0.99,97.00,0.28,21.00,0.06,303.00,0.88,0.75,344.00,0.18
11X532,Baychester Middle School,X532,X,0.00,50.00,50.00,0.00,6.00,0.02,175.00,0.62,87.00,0.31,10.00,0.04,3.00,0.01,0.99,62.00,0.22,15.00,0.05,239.00,0.85,0.80,281.00,0.18
19K364,I.S. 364 Gateway,K364,K,100.00,58.00,0.00,158.00,3.00,0.01,228.00,0.69,85.00,0.26,4.00,0.01,9.00,0.03,0.97,92.00,0.28,6.00,0.02,268.00,0.82,0.79,329.00,0.18
12X044,P.S. 044 David C. Farragut,X044,X,201.93,42.20,0.00,244.13,2.00,0.01,102.00,0.36,178.00,0.63,1.00,0.00,2.00,0.01,0.99,48.00,0.17,49.00,0.17,278.00,0.98,0.96,285.00,0.15
24Q455,Newtown High School,Q455,Q,352.22,240.00,120.00,472.22,459.00,0.25,144.00,0.08,1075.00,0.60,41.00,0.02,86.00,0.05,0.95,249.00,0.14,432.00,0.24,1373.00,0.76,0.79,1805.00,0.13
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Q566,Q,2589.45,138.06,0.00,2727.51,223.00,0.21,563.00,0.53,158.00,0.15,49.00,0.05,77.00,0.07,0.93,215.00,0.20,26.00,0.02,609.00,0.57,0.40,1070.00,0.13
04M555,Central Park East High School,M555,M,64.45,64.45,50.00,14.45,89.00,0.18,133.00,0.26,251.00,0.49,13.00,0.03,22.00,0.04,0.96,81.00,0.16,9.00,0.02,396.00,0.78,0.73,508.00,0.13
03M403,The Global Learning Collaborative,M403,M,1031.59,48.00,2.00,1077.59,8.00,0.02,108.00,0.26,271.00,0.66,6.00,0.01,21.00,0.05,0.95,84.00,0.20,51.00,0.12,338.00,0.82,0.84,414.00,0.12
05M369,Urban Assembly School for the Performing Arts,M369,M,40.00,40.00,0.00,0.00,3.00,0.01,187.00,0.48,183.00,0.47,11.00,0.03,3.00,0.01,0.99,93.00,0.24,29.00,0.08,321.00,0.83,0.87,387.00,0.10
21K096,I.S. 096 Seth Low,K096,K,1282.43,75.00,0.00,1282.43,269.00,0.33,67.00,0.08,226.00,0.28,10.00,0.01,235.00,0.29,0.71,173.00,0.21,242.00,0.30,600.00,0.74,0.78,807.00,0.09
08X424,The Hunts Point School,X424,X,24.44,24.44,24.44,24.44,5.00,0.02,79.00,0.26,211.00,0.70,1.00,0.00,4.00,0.01,0.99,93.00,0.31,75.00,0.25,273.00,0.91,0.95,300.00,0.08
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",K419,K,1160.00,40.00,0.00,1200.00,46.00,0.08,381.00,0.67,101.00,0.18,19.00,0.03,24.00,0.04,0.96,82.00,0.14,19.00,0.03,472.00,0.83,0.75,571.00,0.07
26Q495,Bayside High School,Q495,Q,27802.24,197.75,11145.36,16656.88,1206.00,0.42,355.00,0.13,767.00,0.27,48.00,0.02,474.00,0.17,0.83,472.00,0.17,233.00,0.08,2024.00,0.71,0.51,2850.00,0.07
04M435,Manhattan Center for Science and Mathematics,M435,M,3508.67,109.95,0.00,3618.62,325.00,0.20,309.00,0.19,873.00,0.53,54.00,0.03,89.00,0.05,0.95,234.00,0.14,113.00,0.07,1326.00,0.80,0.75,1650.00,0.07
29Q248,Queens Preparatory Academy,Q248,Q,370.40,25.00,200.00,195.40,14.00,0.04,317.00,0.82,34.00,0.09,15.00,0.04,7.00,0.02,0.98,53.00,0.14,45.00,0.12,304.00,0.79,0.65,387.00,0.06
19K422,Spring Creek Community School,K422,K,947.83,30.00,0.00,977.83,7.00,0.01,381.00,0.72,115.00,0.22,15.00,0.03,10.00,0.02,0.98,130.00,0.25,18.00,0.03,433.00,0.82,0.80,528.00,0.06
19K159,P.S. 159 Isaac Pitkin,K159,K,3407.32,2.00,3405.32,2.00,302.00,0.40,211.00,0.28,206.00,0.28,22.00,0.03,8.00,0.01,0.99,131.00,0.18,145.00,0.19,626.00,0.84,0.88,749.00,0.00
02M605,Humanities Preparatory Academy,M605,M,1939.98,0.08,0.00,1940.06,15.00,0.06,53.00,0.22,152.00,0.62,7.00,0.03,18.00,0.07,0.93,50.00,0.20,8.00,0.03,195.00,0.80,0.73,245.00,0.00
01M292,Orchard Collegiate Academy,M292,,,,,,19.00,0.10,53.00,0.27,112.00,0.57,7.00,0.04,6.00,0.03,0.97,55.00,0.28,23.00,0.12,160.00,0.81,0.87,197.00,0.00
01M332,University Neighborhood Middle School,M332,,,,,,18.00,0.09,41.00,0.20,131.00,0.63,2.00,0.01,17.00,0.08,0.92,92.00,0.44,7.00,0.03,176.00,0.84,0.81,209.00,0.00
01M363,Neighborhood School,M363,,,,,,21.00,0.07,27.00,0.09,115.00,0.38,14.00,0.05,129.00,0.42,0.58,69.00,0.23,4.00,0.01,124.00,0.41,0.45,306.00,0.00
01M378,School for Global Leaders,M378,,,,,,32.00,0.13,59.00,0.24,141.00,0.56,8.00,0.03,10.00,0.04,0.96,95.00,0.38,25.00,0.10,211.00,0.84,0.84,250.00,0.00
01M448,University Neighborhood High School,M448,M,521.55,0.00,0.00,521.55,178.00,0.37,94.00,0.20,184.00,0.38,5.00,0.01,22.00,0.05,0.95,81.00,0.17,71.00,0.15,419.00,0.87,0.82,483.00,0.00
01M509,Marta Valle High School,M509,M,0.00,0.00,0.00,0.00,9.00,0.07,47.00,0.37,65.00,0.51,3.00,0.02,3.00,0.02,0.98,35.00,0.28,8.00,0.06,112.00,0.88,0.81,127.00,0.00
01M515,Lower East Side Preparatory High School,M515,M,0.00,0.00,0.00,0.00,274.00,0.51,51.00,0.09,206.00,0.38,2.00,0.00,10.00,0.02,0.98,42.00,0.08,390.00,0.72,377.00,0.69,0.94,543.00,0.00
01M650,Cascades High School,M650,M,0.00,0.00,0.00,0.00,5.00,0.03,90.00,0.48,90.00,0.48,0.00,0.00,2.00,0.01,0.99,39.00,0.21,4.00,0.02,157.00,0.84,0.83,187.00,0.00
02M011,P.S. 011 William T. Harris,M011,,,,,,137.00,0.15,51.00,0.06,216.00,0.24,75.00,0.08,409.00,0.46,0.54,133.00,0.15,29.00,0.03,276.00,0.31,0.34,888.00,0.00
02M042,P.S. 042 Benjamin Altman,M042,,,,,,497.00,0.87,8.00,0.01,43.00,0.08,3.00,0.01,23.00,0.04,0.96,96.00,0.17,187.00,0.33,400.00,0.70,0.79,574.00,0.00
02M047,47 The American Sign Language and English Secondary School,M047,M,0.00,0.00,0.00,0.00,6.00,0.03,54.00,0.28,126.00,0.64,1.00,0.01,9.00,0.05,0.95,53.00,0.27,9.00,0.05,173.00,0.88,0.77,196.00,0.00
02M089,P.S. 89,M089,,,,,,87.00,0.19,7.00,0.02,54.00,0.12,38.00,0.08,270.00,0.59,0.41,65.00,0.14,28.00,0.06,40.00,0.09,0.09,456.00,0.00
02M116,P.S. 116 Mary Lindley Murray,M116,,,,,,112.00,0.22,45.00,0.09,99.00,0.20,33.00,0.07,215.00,0.43,0.57,86.00,0.17,25.00,0.05,163.00,0.32,0.34,504.00,0.00
02M135,The Urban Assembly School for Emergency Management,M135,M,574.00,0.00,0.00,574.00,15.00,0.06,76.00,0.29,159.00,0.60,7.00,0.03,8.00,0.03,0.97,56.00,0.21,9.00,0.03,223.00,0.84,0.81,265.00,0.00
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,M139,M,0.00,0.00,0.00,0.00,17.00,0.04,106.00,0.26,253.00,0.63,8.00,0.02,17.00,0.04,0.96,101.00,0.25,29.00,0.07,318.00,0.79,0.82,401.00,0.00
02M260,The Clinton School,M260,,,,,,92.00,0.13,29.00,0.04,90.00,0.12,53.00,0.07,462.00,0.64,0.36,121.00,0.17,2.00,0.00,116.00,0.16,0.20,726.00,0.00
02M296,High School of Hospitality Management,M296,M,0.00,0.00,0.00,0.00,19.00,0.05,105.00,0.28,236.00,0.62,13.00,0.03,7.00,0.02,0.98,98.00,0.26,35.00,0.09,342.00,0.90,0.86,380.00,0.00
02M300,"Urban Assembly School of Design and Construction, The",M300,M,0.00,0.00,0.00,0.00,17.00,0.06,69.00,0.23,205.00,0.68,3.00,0.01,8.00,0.03,0.97,78.00,0.26,35.00,0.12,241.00,0.80,0.86,302.00,0.00
02M303,"Facing History School, The",M303,M,0.00,0.00,0.00,0.00,4.00,0.01,95.00,0.26,260.00,0.70,5.00,0.01,8.00,0.02,0.98,92.00,0.25,41.00,0.11,294.00,0.79,0.85,372.00,0.00
02M305,"Urban Assembly Academy of Government and Law, The",M305,M,0.00,0.00,0.00,0.00,19.00,0.06,109.00,0.34,183.00,0.57,3.00,0.01,10.00,0.03,0.97,64.00,0.20,13.00,0.04,268.00,0.83,0.85,324.00,0.00
02M308,Lower Manhattan Arts Academy,M308,,,,,,25.00,0.09,80.00,0.28,162.00,0.56,15.00,0.05,8.00,0.03,0.97,106.00,0.37,20.00,0.07,218.00,0.75,0.81,290.00,0.00
02M313,"James Baldwin School, The: A School for Expeditionary Learning",M313,,,,,,6.00,0.02,98.00,0.40,128.00,0.52,2.00,0.01,11.00,0.05,0.96,79.00,0.32,21.00,0.09,198.00,0.81,0.79,245.00,0.00
02M316,"Urban Assembly School of Business for Young Women, the",M316,M,0.00,0.00,0.00,0.00,9.00,0.05,88.00,0.49,66.00,0.37,10.00,0.06,6.00,0.03,0.97,30.00,0.17,13.00,0.07,151.00,0.84,0.82,179.00,0.00
02M376,NYC iSchool,M376,,,,,,39.00,0.08,69.00,0.15,99.00,0.21,46.00,0.10,213.00,0.46,0.54,75.00,0.16,5.00,0.01,159.00,0.34,0.34,466.00,0.00
02M392,Manhattan Business Academy,M392,M,0.00,0.00,0.00,0.00,26.00,0.06,92.00,0.22,269.00,0.65,7.00,0.02,20.00,0.05,0.95,87.00,0.21,26.00,0.06,360.00,0.87,0.80,414.00,0.00
02M394,Emma Lazarus High School,M394,M,0.00,0.00,0.00,0.00,127.00,0.40,55.00,0.18,97.00,0.31,8.00,0.03,28.00,0.09,0.91,0.00,0.00,255.00,0.81,294.00,0.93,1.00,315.00,0.00
02M399,The High School For Language And Diplomacy,M399,M,0.00,0.00,0.00,0.00,73.00,0.24,70.00,0.23,138.00,0.46,9.00,0.03,12.00,0.04,0.96,53.00,0.18,33.00,0.11,228.00,0.76,0.83,302.00,0.00
02M419,Landmark High School,M419,,,,,,10.00,0.03,110.00,0.33,195.00,0.59,7.00,0.02,8.00,0.02,0.98,73.00,0.22,18.00,0.06,264.00,0.80,0.81,330.00,0.00
02M425,Leadership and Public Service High School,M425,M,427.00,0.00,0.00,427.00,40.00,0.09,127.00,0.27,279.00,0.59,10.00,0.02,17.00,0.04,0.96,95.00,0.20,23.00,0.05,392.00,0.83,0.83,473.00,0.00
02M432,Murray Hill Academy,M432,M,0.00,0.00,0.00,0.00,18.00,0.06,93.00,0.31,161.00,0.53,12.00,0.04,20.00,0.07,0.93,75.00,0.25,12.00,0.04,262.00,0.86,0.81,304.00,0.00
02M437,Hudson High School of Learning Technologies,M437,M,0.00,0.00,0.00,0.00,30.00,0.06,120.00,0.25,300.00,0.63,12.00,0.03,14.00,0.03,0.97,122.00,0.26,42.00,0.09,382.00,0.80,0.82,476.00,0.00
02M438,International High School at Union Square,M438,M,0.00,0.00,0.00,0.00,56.00,0.16,70.00,0.20,192.00,0.54,2.00,0.01,36.00,0.10,0.90,10.00,0.03,307.00,0.86,306.00,0.86,0.98,356.00,0.00
02M449,Vanguard High School,M449,,,,,,24.00,0.06,107.00,0.25,249.00,0.58,18.00,0.04,29.00,0.07,0.93,106.00,0.25,13.00,0.03,310.00,0.73,0.76,427.00,0.00
02M459,Manhattan International High School,M459,M,0.00,0.00,0.00,0.00,45.00,0.14,47.00,0.15,159.00,0.51,1.00,0.00,61.00,0.20,0.81,5.00,0.02,224.00,0.72,221.00,0.71,0.95,313.00,0.00
02M500,Unity Center for Urban Technologies,M500,M,0.00,0.00,0.00,0.00,23.00,0.08,70.00,0.25,168.00,0.60,4.00,0.01,13.00,0.05,0.95,67.00,0.24,19.00,0.07,254.00,0.91,0.86,278.00,0.00
02M519,Talent Unlimited High School,M519,,,,,,18.00,0.04,152.00,0.29,224.00,0.43,61.00,0.12,63.00,0.12,0.88,80.00,0.15,5.00,0.01,290.00,0.56,0.53,518.00,0.00
02M520,Murry Bergtraum High School for Business Careers,M520,M,0.00,0.00,0.00,0.00,8.00,0.04,92.00,0.51,73.00,0.40,6.00,0.03,3.00,0.02,0.98,43.00,0.24,11.00,0.06,140.00,0.77,0.80,182.00,0.00
02M529,Jacqueline Kennedy Onassis High School,M529,M,13090.62,0.00,540.00,12550.62,28.00,0.06,105.00,0.24,289.00,0.65,6.00,0.01,15.00,0.03,0.97,89.00,0.20,40.00,0.09,340.00,0.77,0.79,443.00,0.00
02M533,Union Square Academy for Health Sciences,M533,M,0.00,0.00,0.00,0.00,49.00,0.12,83.00,0.20,247.00,0.60,10.00,0.02,25.00,0.06,0.94,64.00,0.16,31.00,0.08,344.00,0.83,0.82,414.00,0.00
02M543,New Design High School,M543,,,,,,22.00,0.05,145.00,0.34,245.00,0.58,7.00,0.02,7.00,0.02,0.98,110.00,0.26,23.00,0.05,330.00,0.78,0.84,426.00,0.00
02M544,Independence High School,M544,M,0.00,0.00,0.00,0.00,4.00,0.01,94.00,0.30,200.00,0.63,3.00,0.01,18.00,0.06,0.94,82.00,0.26,24.00,0.08,277.00,0.87,0.87,319.00,0.00
02M550,Liberty High School Academy for Newcomers,M550,M,0.00,0.00,0.00,0.00,38.00,0.09,102.00,0.24,240.00,0.57,4.00,0.01,38.00,0.09,0.91,14.00,0.03,370.00,0.88,317.00,0.75,0.99,422.00,0.00
02M560,High School M560 - City As School,M560,M,600.00,0.00,599.55,0.45,25.00,0.04,210.00,0.35,266.00,0.44,12.00,0.02,89.00,0.15,0.85,140.00,0.23,22.00,0.04,398.00,0.66,0.71,602.00,0.00
02M565,Urban Academy Laboratory High School,M565,M,0.00,0.00,0.00,0.00,9.00,0.06,50.00,0.34,47.00,0.32,4.00,0.03,37.00,0.25,0.75,21.00,0.14,1.00,0.01,86.00,0.59,0.53,147.00,0.00
02M570,Satellite Academy High School,M570,M,0.00,0.00,0.00,0.00,1.00,0.00,97.00,0.34,175.00,0.61,5.00,0.02,7.00,0.03,0.98,77.00,0.27,21.00,0.07,216.00,0.76,0.82,285.00,0.00
02M575,Manhattan Comprehensive Night and Day High School,M575,M,0.00,0.00,0.00,0.00,154.00,0.22,214.00,0.30,302.00,0.43,10.00,0.01,31.00,0.04,0.96,72.00,0.10,374.00,0.53,632.00,0.89,0.92,711.00,0.00
02M580,Richard R. Green High School of Teaching,M580,M,1871.32,0.00,0.00,1871.32,27.00,0.06,117.00,0.27,247.00,0.58,24.00,0.06,14.00,0.03,0.97,82.00,0.19,18.00,0.04,352.00,0.82,0.76,429.00,0.00
02M586,Harvey Milk High School,M586,M,0.00,0.00,0.00,0.00,1.00,0.02,13.00,0.21,41.00,0.65,0.00,0.00,8.00,0.13,0.87,23.00,0.37,2.00,0.03,55.00,0.87,0.84,63.00,0.00
02M600,The High School of Fashion Industries,M600,M,715.67,0.00,0.00,715.67,85.00,0.05,490.00,0.31,890.00,0.56,29.00,0.02,83.00,0.05,0.95,265.00,0.17,51.00,0.03,1274.00,0.81,0.75,1577.00,0.00
02M615,Chelsea Career and Technical Education High School,M615,M,0.00,0.00,0.00,0.00,61.00,0.14,92.00,0.20,274.00,0.61,8.00,0.02,16.00,0.04,0.97,93.00,0.21,18.00,0.04,352.00,0.78,0.77,451.00,0.00
03M076,P.S. 076 A. Philip Randolph,M076,,,,,,1.00,0.00,325.00,0.73,102.00,0.23,3.00,0.01,12.00,0.03,0.97,106.00,0.24,34.00,0.08,422.00,0.95,0.91,443.00,0.00
03M145,"P.S. 145, The Bloomingdale School",M145,M,0.00,0.00,0.00,0.00,4.00,0.01,99.00,0.25,229.00,0.57,7.00,0.02,61.00,0.15,0.85,109.00,0.27,45.00,0.11,305.00,0.76,0.80,400.00,0.00
03M149,P.S. 149 Sojourner Truth,M149,M,186.55,0.00,76.65,109.90,9.00,0.04,139.00,0.59,71.00,0.30,5.00,0.02,11.00,0.05,0.95,56.00,0.24,40.00,0.17,231.00,0.98,0.93,235.00,0.00
03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,M166,,,,,,79.00,0.12,27.00,0.04,107.00,0.17,60.00,0.09,365.00,0.57,0.43,60.00,0.09,15.00,0.02,95.00,0.15,0.14,638.00,0.00
03M247,M.S. M247 Dual Language Middle School,M247,,,,,,2.00,0.01,3.00,0.01,210.00,0.96,0.00,0.00,5.00,0.02,0.98,60.00,0.27,55.00,0.25,197.00,0.90,0.85,220.00,0.00
03M258,Community Action School - MS 258,M258,M,0.00,0.00,0.00,0.00,6.00,0.03,84.00,0.35,128.00,0.54,2.00,0.01,19.00,0.08,0.92,60.00,0.25,11.00,0.05,198.00,0.83,0.80,239.00,0.00
03M299,The Maxine Greene HS for Imaginative Inquiry,M299,M,0.00,0.00,0.00,0.00,11.00,0.03,125.00,0.37,181.00,0.53,10.00,0.03,14.00,0.04,0.96,86.00,0.25,44.00,0.13,271.00,0.80,0.85,341.00,0.00
03M307,"Urban Assembly School for Media Studies, The",M307,M,0.00,0.00,0.00,0.00,10.00,0.03,131.00,0.32,247.00,0.61,11.00,0.03,8.00,0.02,0.98,63.00,0.16,22.00,0.05,354.00,0.87,0.83,407.00,0.00
03M333,P.S. 333 Manhattan School for Children,M333,M,0.00,0.00,0.00,0.00,49.00,0.07,99.00,0.13,121.00,0.16,49.00,0.07,439.00,0.58,0.42,155.00,0.21,16.00,0.02,130.00,0.17,0.28,757.00,0.00
03M402,The Urban Assembly School for Green Careers,M402,M,0.00,0.00,0.00,0.00,6.00,0.02,85.00,0.28,180.00,0.59,8.00,0.03,25.00,0.08,0.92,70.00,0.23,46.00,0.15,259.00,0.85,0.83,304.00,0.00
03M404,Innovation Diploma Plus,M404,M,0.00,0.00,0.00,0.00,2.00,0.01,70.00,0.38,108.00,0.59,0.00,0.00,4.00,0.02,0.98,26.00,0.14,10.00,0.05,149.00,0.81,0.82,184.00,0.00
03M421,West Prep Academy,M421,M,27012.75,0.00,4.00,27010.75,1.00,0.01,107.00,0.53,89.00,0.44,3.00,0.02,4.00,0.02,0.98,67.00,0.33,20.00,0.10,173.00,0.85,0.86,204.00,0.00
03M492,"High School for Law, Advocacy and Community Justice",M492,M,974.34,0.00,0.00,974.34,20.00,0.05,142.00,0.33,247.00,0.58,9.00,0.02,11.00,0.03,0.97,72.00,0.17,28.00,0.07,385.00,0.90,0.83,429.00,0.00
03M494,High School of Arts and Technology,M494,M,0.00,0.00,0.00,0.00,31.00,0.06,156.00,0.32,273.00,0.56,14.00,0.03,18.00,0.04,0.96,124.00,0.25,43.00,0.09,417.00,0.85,0.84,492.00,0.00
03M505,Edward A. Reynolds West Side High School,M505,M,0.00,0.00,0.00,0.00,2.00,0.00,141.00,0.31,297.00,0.65,3.00,0.01,11.00,0.02,0.98,174.00,0.38,45.00,0.10,406.00,0.89,0.88,454.00,0.00
03M860,Frederick Douglass Academy II Secondary School,M860,M,0.00,0.00,0.00,0.00,8.00,0.02,223.00,0.62,116.00,0.32,8.00,0.02,7.00,0.02,0.98,92.00,0.25,37.00,0.10,298.00,0.82,0.88,362.00,0.00
03M862,Mott Hall II,M862,,,,,,12.00,0.03,110.00,0.26,213.00,0.50,24.00,0.06,69.00,0.16,0.84,103.00,0.24,16.00,0.04,276.00,0.65,0.61,428.00,0.00
04M007,P.S. 007 Samuel Stern,M007,M,0.00,0.00,0.00,0.00,15.00,0.04,118.00,0.29,253.00,0.62,11.00,0.03,10.00,0.03,0.98,112.00,0.28,37.00,0.09,376.00,0.92,0.93,407.00,0.00
04M037,River East Elementary,M037,M,0.00,0.00,0.00,631.78,0.00,0.00,101.00,0.39,137.00,0.53,8.00,0.03,13.00,0.05,0.95,71.00,0.27,13.00,0.05,218.00,0.84,0.86,259.00,0.00
04M038,P.S. 38 Roberto Clemente,M038,M,1644.73,0.00,657.43,987.30,5.00,0.02,85.00,0.35,139.00,0.58,6.00,0.03,6.00,0.03,0.98,73.00,0.30,30.00,0.12,227.00,0.94,0.94,241.00,0.00
04M096,P.S. 096 Joseph Lanzetta,M096,M,8.77,0.00,0.00,8.77,8.00,0.02,93.00,0.24,274.00,0.70,9.00,0.02,10.00,0.03,0.98,123.00,0.31,83.00,0.21,369.00,0.94,0.95,394.00,0.00
04M102,P.S. 102 Jacques Cartier,M102,,,,,,25.00,0.09,81.00,0.31,130.00,0.49,15.00,0.06,14.00,0.05,0.95,78.00,0.29,27.00,0.10,257.00,0.97,0.82,265.00,0.00
04M155,P.S. 155 William Paca,M155,,,,,,2.00,0.01,24.00,0.10,212.00,0.86,9.00,0.04,1.00,0.00,1.00,85.00,0.34,95.00,0.38,240.00,0.97,0.95,248.00,0.00
04M182,The Bilingual Bicultural School,M182,M,0.00,0.00,0.00,0.00,1.00,0.00,17.00,0.05,295.00,0.94,0.00,0.00,1.00,0.00,1.00,87.00,0.28,98.00,0.31,302.00,0.96,0.93,314.00,0.00
04M224,M.S. 224 Manhattan East School for Arts & Academics,M224,,,,,,20.00,0.11,55.00,0.30,83.00,0.45,7.00,0.04,20.00,0.11,0.89,52.00,0.28,10.00,0.05,127.00,0.69,0.71,185.00,0.00
04M310,The Judith S. Kaye School,M310,M,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.38,57.00,0.56,3.00,0.03,3.00,0.03,0.97,38.00,0.38,6.00,0.06,76.00,0.75,0.83,101.00,0.00
04M372,Esperanza Preparatory Academy,M372,M,0.00,0.00,0.00,0.00,11.00,0.02,57.00,0.10,490.00,0.86,2.00,0.00,9.00,0.02,0.98,140.00,0.25,185.00,0.33,498.00,0.88,0.92,569.00,0.00
04M375,Mosaic Preparatory Academy,M375,,,,,,7.00,0.02,119.00,0.38,169.00,0.54,14.00,0.05,4.00,0.01,0.99,101.00,0.32,29.00,0.09,298.00,0.95,0.94,313.00,0.00
04M377,Renaissance School of the Arts,M377,,,,,,2.00,0.01,67.00,0.40,93.00,0.55,4.00,0.02,2.00,0.01,0.99,46.00,0.27,12.00,0.07,159.00,0.95,0.94,168.00,0.00
04M495,Park East High School,M495,,,,,,26.00,0.07,99.00,0.25,240.00,0.62,14.00,0.04,10.00,0.03,0.97,68.00,0.18,16.00,0.04,314.00,0.81,0.76,389.00,0.00
04M610,Young Women's Leadership School,M610,,,,,,39.00,0.08,123.00,0.26,283.00,0.59,19.00,0.04,16.00,0.03,0.97,88.00,0.18,11.00,0.02,375.00,0.78,0.78,480.00,0.00
04M680,"Heritage School, The",M680,M,0.00,0.00,0.00,0.00,12.00,0.04,82.00,0.26,204.00,0.65,4.00,0.01,11.00,0.04,0.97,69.00,0.22,22.00,0.07,281.00,0.90,0.88,313.00,0.00
04M825,Isaac Newton Middle School for Math & Science,M825,M,0.00,0.00,0.00,0.00,13.00,0.05,52.00,0.22,169.00,0.70,2.00,0.01,4.00,0.02,0.98,71.00,0.30,31.00,0.13,212.00,0.88,0.89,240.00,0.00
